alert	rule	path	line	reason	comment
2277	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	621	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2278	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	622	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2279	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	83	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2280	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	91	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2281	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	103	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2282	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	134	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2283	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	254	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2284	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	263	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2285	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	475	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2286	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	493	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
2287	cs/call-to-obsolete-method	tests/KeenEyes.Core.Tests/PrefabTests.cs	507	used in tests	Deliberately exercises the deprecated runtime prefab API (EntityPrefab / RegisterPrefab / SpawnFromPrefab). The replacement is build-time source-generated .keprefab spawn methods, which have no runtime-API equivalent for registration, inheritance resolution, or error-handling behaviors under test; these tests guard the still-shipping deprecated API. API removal is a separate concern (out of scope for a test PR).
1204	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Migrate/MigrateCommand.cs	126	won't fix	CLI migrate command boundary; converts failure to CommandResult.Failure (OperationCanceledException rethrown).
1205	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Migrate/MigrateCommand.cs	287	won't fix	Per-file analysis of possibly corrupt user save files; one bad file must not abort the batch scan.
1206	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Migrate/MigrateCommand.cs	321	won't fix	Snapshot parsing of corrupt/legacy save data; parser failure modes over arbitrary bytes are unknowable.
1207	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Migrate/MigrateCommand.cs	469	won't fix	Binary snapshot analysis over arbitrary bytes; returns partial results on failure by design.
1208	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Migrate/MigrateCommand.cs	580	won't fix	Per-file migration loop with continue-on-error semantics; one corrupt save must not abort the batch.
1209	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Plugin/PluginInstallCommand.cs	117	won't fix	CLI plugin-install boundary; converts failure to CommandResult.Failure.
1210	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Plugin/PluginListCommand.cs	96	won't fix	CLI plugin-list boundary; converts failure to CommandResult.Failure.
1212	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Plugin/PluginSearchCommand.cs	100	won't fix	CLI plugin-search boundary (network + NuGet); converts failure to CommandResult.Failure.
1211	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Plugin/PluginUninstallCommand.cs	85	won't fix	CLI plugin-uninstall boundary; converts failure to CommandResult.Failure.
1213	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Plugin/PluginUpdateCommand.cs	160	won't fix	CLI plugin-update boundary (network + NuGet + registry); converts failure to CommandResult.Failure.
1214	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Sources/SourcesAddCommand.cs	91	won't fix	CLI command error boundary; converts failure to CommandResult.Failure with non-zero exit code.
1216	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Sources/SourcesListCommand.cs	60	won't fix	CLI command error boundary; converts failure to CommandResult.Failure with non-zero exit code.
1215	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Commands/Sources/SourcesRemoveCommand.cs	56	won't fix	CLI command error boundary; converts failure to CommandResult.Failure with non-zero exit code.
1217	cs/catch-of-all-exceptions	editor/KeenEyes.Cli/Program.cs	94	won't fix	Top-level CLI error boundary: converts any failure to a clean message and exit code 1 instead of a raw crash.
1218	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Application/EditorApplication.cs	292	won't fix	Optional TestBridge IPC subsystem startup; editor must run even if the bridge cannot start.
1219	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Application/EditorApplication.cs	374	won't fix	Optional scene TestBridge startup; failure only disables the diagnostic bridge.
1220	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Application/EditorApplication.cs	415	won't fix	TestBridge async dispose during scene close; teardown failure must not abort scene close.
1221	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Application/EditorApplication.cs	478	won't fix	Optional font loading with graceful fallback; third-party font loader failure modes are unknowable.
1225	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/HotReload/HotReloadManager.cs	218	won't fix	Hot-reload boundary around user game assembly rebuild/reload; must report failure, not crash the editor.
1226	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/HotReload/HotReloadManager.cs	253	won't fix	Loading user game assemblies; loader failure modes (BadImageFormat, TypeLoad, user module ctors) are open-ended.
1227	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/HotReload/HotReloadManager.cs	328	won't fix	Wraps external dotnet build process invocation; must degrade to BuildResult failure.
1228	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/HotReload/HotReloadManager.cs	354	won't fix	Activator.CreateInstance of user system types during hot reload; user constructors can throw anything.
1224	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/HotReload/HotReloadService.cs	309	won't fix	Hot-reload configuration boundary; a broken user project must not crash the editor.
1233	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Navigation/NavMeshBakeCommand.cs	149	won't fix	Bake pipeline over user scene geometry via third-party builder; failure must surface as a bake-failure progress report.
1234	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Navigation/NavMeshSerializer.cs	163	won't fix	Try-pattern over possibly corrupt navmesh files; third-party (DotRecast) deserializer failure modes are unknowable.
1237	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/EditorPluginManager.cs	492	won't fix	Plugin Initialize() isolation boundary; a misbehaving plugin must not crash the editor.
1239	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/EditorPluginManager.cs	578	won't fix	Plugin Shutdown() isolation boundary; disable must degrade to Failed state, not crash.
1238	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/Installation/PluginInstaller.cs	79	won't fix	Plugin install planning boundary (network + NuGet); any failure converts to InstallationPlan.Invalid.
1240	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/Installation/PluginInstaller.cs	179	won't fix	Plugin install execution boundary; any failure converts to InstallationResult.Failed.
1244	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/Installation/PluginUninstaller.cs	171	won't fix	Plugin uninstall boundary; any failure converts to UninstallResult.Failed.
1245	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/Installation/PluginUninstaller.cs	215	won't fix	Cascade uninstall boundary; any failure converts to UninstallResult.Failed.
1246	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/PluginLoader.cs	139	won't fix	Plugin load isolation boundary; assembly/type/ctor failures from third-party plugins must not crash the editor.
1247	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/PluginLoader.cs	261	won't fix	Plugin unload isolation boundary; failure is recorded as diagnostics, not propagated.
1250	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/PluginRepository.cs	234	won't fix	Plugin manifest load boundary over untrusted third-party plugin content; a bad manifest must not abort discovery.
1251	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/Security/AssemblyAnalyzer.cs	169	won't fix	Parses untrusted/possibly malformed PE metadata; must return an Error analysis result instead of crashing.
1252	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/Security/PluginSignatureVerifier.cs	93	won't fix	Analyzes untrusted plugin assemblies; any failure must fail safe to an Error verification result.
1253	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Plugins/TypeCacheManager.cs	70	won't fix	Plugin-registered callback invocation; one misbehaving plugin callback must not prevent notifying the rest.
1254	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Serialization/EditorComponentSerializer.cs	53	won't fix	Serializes arbitrary user/plugin component types whose property getters can throw anything; a bad component must not crash the editor.
1255	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Serialization/EditorComponentSerializer.cs	74	won't fix	Deserializes arbitrary user/plugin component types; converter/ctor failure modes are unknowable.
1256	cs/catch-of-all-exceptions	editor/KeenEyes.Editor/Serialization/EditorComponentSerializer.cs	109	won't fix	Activator.CreateInstance on user/plugin types; user constructors can throw anything.
1263	cs/catch-of-all-exceptions	editor/KeenEyes.Graph.Kesl/Preview/ShaderExecutor.cs	84	won't fix	User-shader compilation boundary: preview must surface any compiler failure as an error string, never crash the editor.
2425	cs/catch-of-all-exceptions	samples/KeenEyes.Sample.Graphics/Program.cs	93	won't fix	Top-level demo entry point wrapping windowing/graphics init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
2426	cs/catch-of-all-exceptions	samples/KeenEyes.Sample.Input/Program.cs	119	won't fix	Top-level demo entry point wrapping windowing/input init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
1265	cs/catch-of-all-exceptions	samples/KeenEyes.Sample.SaveLoad/Program.cs	176	won't fix	Top-level demo entry point loading external, possibly corrupt save data; recovers by reporting and exiting. Explanatory comment retained per project precedent.
2427	cs/catch-of-all-exceptions	samples/KeenEyes.Sample.Showcase/Program.cs	177	won't fix	Top-level demo entry point wrapping windowing/graphics init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
2428	cs/catch-of-all-exceptions	samples/KeenEyes.Sample.UI/Program.cs	220	won't fix	Top-level demo entry point wrapping windowing/graphics init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
1271	cs/catch-of-all-exceptions	src/KeenEyes.Assets/Core/AssetManager.cs	276	won't fix	Wrap-and-rethrow boundary: arbitrary pluggable loader exceptions are wrapped in AssetLoadException.ParseError with inner preserved, after typed OperationCanceledException handling
1272	cs/catch-of-all-exceptions	src/KeenEyes.Assets/Core/AssetManager.cs	461	won't fix	Hot reload keeps the old asset on any reload failure; loader exception surface is not enumerable
1273	cs/catch-of-all-exceptions	src/KeenEyes.Assets/Core/AssetManager.cs	509	won't fix	Wrap-and-rethrow boundary: arbitrary pluggable loader exceptions are wrapped in AssetLoadException.ParseError with inner preserved
1274	cs/catch-of-all-exceptions	src/KeenEyes.Assets/Core/AssetManager.cs	547	won't fix	Wrap-and-rethrow boundary: arbitrary pluggable loader exceptions are wrapped in AssetLoadException.ParseError with inner preserved, after typed OperationCanceledException handling
1275	cs/catch-of-all-exceptions	src/KeenEyes.Assets/HotReload/ReloadManager.cs	161	won't fix	Hot reload boundary: reload failures are logged and must not crash the app; the old asset stays active
1276	cs/catch-of-all-exceptions	src/KeenEyes.Assets/Loaders/ModelLoader.cs	129	won't fix	Third-party image decoder failure surface is not enumerable; undecodable embedded textures are skipped by design
1277	cs/catch-of-all-exceptions	src/KeenEyes.Assets/Systems/AssetResolutionSystem.cs	118	won't fix	Background asset load task: loader-specific failures are routed to the OnLoadError callback and must not fault the tracked task
1278	cs/catch-of-all-exceptions	src/KeenEyes.Core/Systems/AutoSaveSystem.cs	230	won't fix	Auto-save runs inside the game loop; any save failure (pluggable serializer, IO) is surfaced via the OnAutoSaveError event instead of crashing the loop
715	cs/catch-of-all-exceptions	src/KeenEyes.Core/Systems/AutoSaveSystem.cs	120	won't fix	Baseline recovery boundary: load/deserialize failures from pluggable serializers are not enumerable; falls back to creating a fresh baseline on first save
1279	cs/catch-of-all-exceptions	src/KeenEyes.Localization/IcuFormatter.cs	84	won't fix	Try-pattern wrapper around third-party ICU MessageFormatter; its exception surface is not enumerable, failure is reported via false return
1280	cs/catch-of-all-exceptions	src/KeenEyes.Localization/LocalizationManager.cs	269	won't fix	Best-effort asset preload: loader-specific failures are intentionally ignored; the real load reports errors
275	cs/catch-of-all-exceptions	src/KeenEyes.Logging/LogManager.cs	274	won't fix	Documented: logging infrastructure must never throw; user-provided provider exceptions are contained
276	cs/catch-of-all-exceptions	src/KeenEyes.Logging/LogManager.cs	363	won't fix	Documented: logging infrastructure must never throw; provider Flush exceptions are contained
277	cs/catch-of-all-exceptions	src/KeenEyes.Logging/LogManager.cs	389	won't fix	Documented: logging infrastructure must never throw; provider Dispose exceptions are contained
1281	cs/catch-of-all-exceptions	src/KeenEyes.Navigation.DotRecast/DotRecastProvider.cs	489	won't fix	Background pathfinding worker: any pathfinder failure is converted to request.Fail() and must never crash the worker thread
1282	cs/catch-of-all-exceptions	src/KeenEyes.Navigation.DotRecast/NavMeshStreamingManager.cs	219	won't fix	Documented: background tile materialization must never fault the task; corrupt payloads surface deterministically on the main-thread re-attempt
1283	cs/catch-of-all-exceptions	src/KeenEyes.Navigation.Grid/GridNavigationProvider.cs	438	won't fix	Background pathfinding worker: any pathfinder failure is converted to request.Fail() and must never crash the worker thread
1016	cs/catch-of-all-exceptions	src/KeenEyes.Parallelism/JobScheduler.cs	414	won't fix	Job worker channels any job exception into the JobCompletionSource (SetFaulted) rather than swallowing it; awaiters observe the failure
1285	cs/catch-of-all-exceptions	src/KeenEyes.Platform.Silk/SilkLoopProvider.cs	132	won't fix	Render loop queue drain: a queued action's exception must not crash the render thread; logged and contained
1286	cs/catch-of-all-exceptions	src/KeenEyes.Platform.Silk/SilkLoopProvider.cs	73	won't fix	Render-thread marshalling channels any exception into the TaskCompletionSource rather than swallowing it; awaiters observe the failure
1287	cs/catch-of-all-exceptions	src/KeenEyes.Replay/Ghost/GhostExtractor.cs	266	won't fix	Documented broad catch: a malformed delta must not abort ghost extraction; the chain is invalidated until the next keyframe
1288	cs/catch-of-all-exceptions	src/KeenEyes.Replay/ReplayPlayer.cs	1777	won't fix	Documented broad catch: any failure capturing the rollback backup means the world must not be mutated; wrapped in ReplayStateRestorationException with inner preserved
1289	cs/catch-of-all-exceptions	src/KeenEyes.Replay/ReplayPlayer.cs	1812	won't fix	Documented broad catch: restoration can fail for many serializer-dependent reasons; rolls back to backup and rethrows as ReplayStateRestorationException with inner preserved
1290	cs/catch-of-all-exceptions	src/KeenEyes.Replay/ReplayPlayer.cs	1821	won't fix	Documented broad catch on rollback path: a rollback failure is wrapped in ReplayStateRestorationException reporting inconsistent world state
1291	cs/catch-of-all-exceptions	src/KeenEyes.Replay/ReplayPlayer.cs	2329	won't fix	Replay event dispatch to user-registered handlers via DynamicInvoke; handler/binding failures must not break playback
1292	cs/catch-of-all-exceptions	src/KeenEyes.Shaders/HotReload/KeslFileWatcher.cs	126	won't fix	Hot-reload file watcher boundary: file IO, registry update and user event handlers may throw; failures are surfaced via OnCompilationError and must not crash the watcher
1293	cs/catch-of-all-exceptions	src/KeenEyes.Shaders/HotReload/KeslFileWatcher.cs	147	won't fix	Shader compilation boundary: compiler failures are converted to a failed ShaderRecompilationResult rather than propagating
1294	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/AIImpl/AIControllerImpl.cs	488	won't fix	Debug tooling serializes arbitrary user blackboard values; any converter/serializer failure falls back to ToString and must not crash the bridge
1344	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge.Client/TestBridgeClient.cs	187	won't fix	Remote-command dispatch boundary: any failure executing a bridge command must be converted to CommandResult.Fail for the remote caller, never crash the client
1346	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge.Ipc/IpcBridgeServer.cs	184	won't fix	IPC server accept loop: any transport failure must be contained so the server keeps listening for the next client
1347	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge.Ipc/IpcBridgeServer.cs	213	won't fix	async void IPC message handler: an escaping exception would crash the process; failures are logged and contained
1348	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge.Ipc/IpcBridgeServer.cs	253	won't fix	Remote-command dispatch boundary: handler exceptions are converted to IpcResponse.Fail for the remote caller after typed ArgumentException/InvalidOperationException handling
1296	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	51	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1297	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	106	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1298	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	125	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1299	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	144	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1300	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	181	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1301	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	239	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1302	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	272	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1303	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	310	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1304	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	361	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1305	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	383	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1306	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	401	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1308	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/MutationImpl/MutationControllerImpl.cs	456	won't fix	Remote-command dispatch boundary: failures are converted to EntityResult.Fail/false for the remote caller
1295	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/Process/ManagedProcess.cs	347	won't fix	Background exit monitor channels any exception into the exit TaskCompletionSource rather than swallowing it; awaiters observe the failure
1307	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/Process/ProcessControllerImpl.cs	229	won't fix	Dispose cleanup of managed external processes must not throw; per-process disposal failures are contained
1309	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	52	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1310	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	89	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1311	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	108	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1312	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	154	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1313	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	185	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1314	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	209	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1315	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	257	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1316	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	239	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1317	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	275	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1318	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	289	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1319	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	316	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1320	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	334	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1321	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	352	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1322	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	381	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1323	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	408	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1324	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	431	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1325	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	454	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1326	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	477	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1327	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	508	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1328	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	540	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1329	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	577	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1330	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	614	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1331	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	655	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1332	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	697	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1333	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/ReplayImpl/ReplayControllerImpl.cs	753	won't fix	Remote-command dispatch boundary: failures are converted to ReplayOperationResult.Fail for the remote caller
1334	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	49	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
1335	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	73	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
1336	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	156	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
1337	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	184	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
1338	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	219	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
